Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Bullet game,https://lichess.org/YOolmN4S,2024.02.21,18:02:20,waltalgg,m_olczak,2144,2124,1-0
Rated Bullet game,https://lichess.org/uAqsOA6w,2024.02.21,17:59:56,plk-82,waltalgg,2148,2138,0-1
Rated Bullet game,https://lichess.org/7Itt3I4u,2024.02.21,11:11:21,Fran_Chandler,waltalgg,2124,2132,0-1
Rated Blitz game,https://lichess.org/PZKVrRxx,2024.02.21,09:19:23,waltalgg,DEAN1956PORTSAID,1914,1868,0-1
Rated Bullet game,https://lichess.org/xWaN1lSY,2024.02.21,09:03:53,waltalgg,NevArt,2138,2103,0-1
Rated Bullet game,https://lichess.org/zoZA0Zy0,2024.02.21,09:01:42,Liberty13,waltalgg,2157,2133,0-1
Rated Bullet game,https://lichess.org/DQmHn91w,2024.02.21,09:00:55,waltalgg,sajjaddarban_mashhad,2127,2106,1-0
Rated Bullet game,https://lichess.org/uwD3RzqL,2024.02.21,08:58:53,waltalgg,gRyphY-Chess,2122,2097,1-0
Daily UltraBullet Arena,https://lichess.org/rPT2dR6C,2024.02.20,21:25:12,chessnh,waltalgg,1303,1730,0-1
Daily UltraBullet Arena,https://lichess.org/yNmHWalt,2024.02.20,21:24:29,waltalgg,Korkulu_Korkusuz,1733,1986,0-1
Daily UltraBullet Arena,https://lichess.org/nsgit9Zd,2024.02.20,21:23:50,GNthenoob,waltalgg,1930,1737,1-0
Daily UltraBullet Arena,https://lichess.org/HhLybEWg,2024.02.20,21:23:06,MemoryReboot,waltalgg,1635,1748,1-0
Daily UltraBullet Arena,https://lichess.org/F84Lev47,2024.02.20,21:22:37,waltalgg,Su_PrA_G6000,1758,1686,0-1
Daily UltraBullet Arena,https://lichess.org/TLJdouNb,2024.02.20,21:22:06,Gancius80,waltalgg,1173,1757,0-1
Daily UltraBullet Arena,https://lichess.org/UJkZO0Bo,2024.02.20,21:21:22,waltalgg,NostalgicCritic2004,1749,1726,1-0
HyperBullet,https://lichess.org/TzbIUJEp,2024.02.20,21:09:52,waltalgg,AlperenAcikmese,2121,1686,1-0
HyperBullet,https://lichess.org/oALaY8rf,2024.02.20,21:08:25,waltalgg,Falcon42,2123,2458,0-1
HyperBullet,https://lichess.org/hjTpYAGj,2024.02.20,21:06:59,TiltingBerserker,waltalgg,2138,2117,0-1
HyperBullet,https://lichess.org/fGqt3JfV,2024.02.20,21:05:30,emreguel,waltalgg,2226,2115,1/2-1/2
HyperBullet,https://lichess.org/1erq7zKl,2024.02.20,21:04:10,waltalgg,Hdwivedi,2115,965,1-0
HyperBullet,https://lichess.org/20HR5dPT,2024.02.20,21:02:44,amarinaro,waltalgg,2194,2119,1-0
HyperBullet,https://lichess.org/Z3gT4l2e,2024.02.20,21:01:23,waltalgg,amine_chess,2119,1864,1-0
Daily HyperBullet Arena,https://lichess.org/ulXuIif5,2024.02.20,20:59:17,waltalgg,PlessisFrance,2118,1807,1-0
Daily HyperBullet Arena,https://lichess.org/btY4q8eV,2024.02.20,20:57:56,D1visionByZer0,waltalgg,2151,2123,1-0
Daily HyperBullet Arena,https://lichess.org/WpbS6GZ6,2024.02.20,20:57:07,JSCoderChess,waltalgg,2128,2128,1-0
Daily HyperBullet Arena,https://lichess.org/QLCBrnXt,2024.02.20,20:55:40,waltalgg,joKer_1247,2136,2014,0-1
Daily HyperBullet Arena,https://lichess.org/kKvdDVIZ,2024.02.20,20:54:23,Lurial,waltalgg,2113,2131,0-1
Daily HyperBullet Arena,https://lichess.org/GNu6wNwa,2024.02.20,20:53:06,waltalgg,carlos_magnussonn,2130,1573,1-0
Daily HyperBullet Arena,https://lichess.org/VZhfKNDZ,2024.02.20,20:29:05,lazzaretti,waltalgg,2048,2126,0-1
Daily HyperBullet Arena,https://lichess.org/RhU1JzYD,2024.02.20,20:28:14,waltalgg,gmyasona,2137,1496,0-1
Daily HyperBullet Arena,https://lichess.org/vBQFNmKI,2024.02.20,20:26:49,waltalgg,Bukmeker373,2146,1883,0-1
Daily HyperBullet Arena,https://lichess.org/qjlvNidj,2024.02.20,20:25:34,Sts9_13,waltalgg,2119,2141,0-1
Daily HyperBullet Arena,https://lichess.org/mIvfm1ET,2024.02.20,20:24:26,waltalgg,Le-Snipper,2138,1971,1-0
Daily HyperBullet Arena,https://lichess.org/YW1xYnf0,2024.02.20,20:23:10,nani50,waltalgg,1864,2135,0-1
Daily HyperBullet Arena,https://lichess.org/MtqvcKqm,2024.02.20,20:21:41,waltalgg,kakon3,2139,2270,0-1
Daily HyperBullet Arena,https://lichess.org/AGAsk7ff,2024.02.20,20:20:49,Moonlight_Kokuryu,waltalgg,2013,2147,1-0
Daily HyperBullet Arena,https://lichess.org/GKm7LYDY,2024.02.20,20:19:35,waltalgg,POKKOVSHIK,2145,1866,1-0
Daily HyperBullet Arena,https://lichess.org/KWdLOgyr,2024.02.20,20:18:27,dijjahval_13,waltalgg,2243,2137,0-1
Daily HyperBullet Arena,https://lichess.org/4UQ0jIL2,2024.02.20,20:17:17,waltalgg,Bibirevo81,2137,1709,1-0
Daily HyperBullet Arena,https://lichess.org/zsfZGwYQ,2024.02.20,20:16:17,seriani,waltalgg,1867,2134,0-1
Daily HyperBullet Arena,https://lichess.org/KkwQSRNb,2024.02.20,20:15:00,waltalgg,edward121995,2134,1049,1-0
Daily Bullet Arena,https://lichess.org/67MJ9Vj7,2024.02.20,16:29:03,Mario_Mario,waltalgg,1865,2144,1-0
Daily Bullet Arena,https://lichess.org/nN3oJFjq,2024.02.20,16:26:40,waltalgg,cray_3000,2149,2192,0-1
Daily Bullet Arena,https://lichess.org/hiMBs8fK,2024.02.20,16:24:20,gwatszC,waltalgg,1996,2145,0-1
Daily Bullet Arena,https://lichess.org/ufYu021X,2024.02.20,16:22:23,maylsonkelvy,waltalgg,1189,2145,0-1
Daily Bullet Arena,https://lichess.org/iQQLyaxp,2024.02.20,16:20:04,lilepyt,waltalgg,2126,2146,1/2-1/2
Daily Bullet Arena,https://lichess.org/Pk2nYDzk,2024.02.20,16:17:57,waltalgg,Kuzhanov-Timur,2151,2144,0-1
Daily Bullet Arena,https://lichess.org/edsV8dCm,2024.02.20,16:15:57,waltalgg,amarine,2150,1853,1-0
Hourly Bullet Arena,https://lichess.org/6Vj5d5MP,2024.02.20,15:25:57,vary_567,waltalgg,1319,2150,0-1
Hourly Bullet Arena,https://lichess.org/yTveI5go,2024.02.20,15:23:28,waltalgg,servetaydemir,2159,1912,0-1
Hourly Bullet Arena,https://lichess.org/hZuKjJ0g,2024.02.20,15:21:29,aspirator,waltalgg,2352,2162,1-0
Hourly Bullet Arena,https://lichess.org/JyewTkPa,2024.02.20,15:20:30,waltalgg,kon_stan,2164,2414,0-1
Rated Bullet game,https://lichess.org/sMkpjlJb,2024.02.20,15:16:38,Krondorfer,waltalgg,2166,2170,1-0
Rated Bullet game,https://lichess.org/k5Km7UIz,2024.02.20,15:14:34,Mathivanan1,waltalgg,2143,2164,0-1
Rated Bullet game,https://lichess.org/8wD1otZV,2024.02.20,15:12:47,waltalgg,teampunisherr,2158,2197,1-0
Rated Bullet game,https://lichess.org/QzMKm1hi,2024.02.20,15:10:25,enujcra,waltalgg,2227,2151,0-1
Rated Bullet game,https://lichess.org/fYG9X2tC,2024.02.20,15:08:49,saman93armand,waltalgg,2041,2158,1-0
Rated Bullet game,https://lichess.org/gF60nulk,2024.02.20,15:07:31,waltalgg,Gtrigueros_49,2164,2165,0-1
Rated Bullet game,https://lichess.org/2mYFae0l,2024.02.20,15:05:02,waltalgg,Ructive,2159,2084,1-0
Rated Bullet game,https://lichess.org/vuDhbzaL,2024.02.20,15:02:41,waltalgg,ADKPeter,2153,2220,1-0
Rated Bullet game,https://lichess.org/BUvaIBaH,2024.02.20,15:00:29,Emilien666,waltalgg,2049,2148,0-1
Rated Bullet game,https://lichess.org/283GILdg,2024.02.20,14:56:00,UnstoppableForce777,waltalgg,2158,2154,1-0
Rated Bullet game,https://lichess.org/KcuKMS1G,2024.02.20,14:53:11,YourChess,waltalgg,2173,2159,1-0
Rated Bullet game,https://lichess.org/L4ZLPj6l,2024.02.20,12:53:58,waltalgg,hamadannn,2164,2214,0-1
Rated Bullet game,https://lichess.org/SdjtJ4G6,2024.02.20,12:51:51,olanga,waltalgg,2020,2161,0-1
Rated Bullet game,https://lichess.org/VOgBYhDv,2024.02.20,12:49:43,waltalgg,isuckatchessforreals,2167,2137,0-1
Rated Bullet game,https://lichess.org/0QaA3LYv,2024.02.20,12:47:41,waltalgg,EasyPoints4U,2161,2171,1-0
Rated Bullet game,https://lichess.org/Eeq6ehzN,2024.02.20,12:45:18,borongotoy,waltalgg,2130,2156,0-1
Rated Bullet game,https://lichess.org/T3E1EyZ5,2024.02.20,12:44:18,waltalgg,HABACAPA,2150,2159,1-0
Rated Bullet game,https://lichess.org/qj1FMnJF,2024.02.20,12:42:42,feed_to_win,waltalgg,2144,2144,0-1
Rated Bullet game,https://lichess.org/3mz7VabQ,2024.02.20,12:40:56,waltalgg,Lsr3,2138,2161,1-0
Rated Bullet game,https://lichess.org/9VJ4BJCs,2024.02.20,12:38:59,Dundulic,waltalgg,2170,2137,1/2-1/2
Rated Bullet game,https://lichess.org/uAIcWyvk,2024.02.20,12:37:31,waltalgg,CheckM84u,2131,2139,1-0
Rated Bullet game,https://lichess.org/u98ZLYQW,2024.02.20,12:35:10,waltalgg,belim169,2126,2096,1-0
Rated Bullet game,https://lichess.org/cnNYDtgF,2024.02.20,12:34:27,BillyBouwmans,waltalgg,2158,2131,1-0
Rated Blitz game,https://lichess.org/WG6MZotz,2024.02.19,20:20:53,MarijanMia,waltalgg,1882,1909,0-1
Rated Blitz game,https://lichess.org/p69misdc,2024.02.19,20:16:00,waltalgg,igorbf,1903,1903,1-0
Rated Blitz game,https://lichess.org/Kkn9uj8I,2024.02.19,20:03:37,pooryan54,waltalgg,1929,1903,1/2-1/2
Rated Blitz game,https://lichess.org/vKPqDjuP,2024.02.19,16:35:40,Pescerosso01,waltalgg,1916,1908,1-0
Rated Blitz game,https://lichess.org/98Y9VsYf,2024.02.19,15:20:51,waltalgg,KraljDzungle,1914,1905,0-1
Hourly King of the Hill Arena,https://lichess.org/JlNzM7mu,2024.02.19,07:54:58,Polymer13,waltalgg,2022,1923,1-0
Hourly King of the Hill Arena,https://lichess.org/Zl9eGqo8,2024.02.19,07:52:13,waltalgg,pimiwe7971,1962,1886,0-1
Hourly King of the Hill Arena,https://lichess.org/IJwFnSzB,2024.02.19,07:48:18,meComieronElCaballo,waltalgg,1734,1946,0-1
Hourly King of the Hill Arena,https://lichess.org/uwwOyCxN,2024.02.19,07:43:24,waltalgg,Dhairya082011,1919,1817,1-0
Hourly King of the Hill Arena,https://lichess.org/YgySCcW3,2024.02.19,07:39:41,meComieronElCaballo,waltalgg,1740,1894,0-1
Hourly King of the Hill Arena,https://lichess.org/sOeLLURQ,2024.02.19,07:35:59,Soltanidoost,waltalgg,1918,1837,0-1
Hourly King of the Hill Arena,https://lichess.org/GtZ43avW,2024.02.19,07:34:10,waltalgg,KeithCar,1805,1656,1-0
Hourly King of the Hill Arena,https://lichess.org/hJVQAOU4,2024.02.19,07:32:07,boy_2012,waltalgg,1783,1741,0-1
Hourly King of the Hill Arena,https://lichess.org/KLkeqWZA,2024.02.19,07:27:52,Soltanidoost,waltalgg,1917,1787,1-0
Bullet,https://lichess.org/bFPnwaPj,2024.02.19,07:23:26,SuperMario1905,waltalgg,1666,2131,0-1
Bullet,https://lichess.org/xnlwsgKu,2024.02.19,07:20:41,waltalgg,furcat,2129,2230,1/2-1/2
Bullet,https://lichess.org/EbIdWsE0,2024.02.19,07:18:20,burns88,waltalgg,2053,2124,0-1
Bullet,https://lichess.org/kE7jX3AP,2024.02.19,07:15:36,waltalgg,Flowol1210,2127,2349,0-1
Bullet,https://lichess.org/N6TpeBcu,2024.02.19,07:12:55,PopovKostya,waltalgg,2135,2133,1-0
Bullet,https://lichess.org/AhDgP5Gl,2024.02.19,07:10:02,waltalgg,Persida,2130,2310,1/2-1/2
Bullet,https://lichess.org/lebU3AMQ,2024.02.19,07:07:38,fullbox200,waltalgg,2155,2135,1-0
Bullet,https://lichess.org/ANOboVzs,2024.02.19,07:05:04,waltalgg,Ryslan7,2135,1171,1-0
Bullet,https://lichess.org/B5epiow6,2024.02.19,07:02:30,waltalgg,RyanS_11E_Nep_U17,2135,1606,1-0
Bullet,https://lichess.org/Es00Dcls,2024.02.19,07:00:00,Badrinath1812,waltalgg,2398,2137,1-0
Rated Blitz game,https://lichess.org/wlLlQlOg,2024.02.18,23:03:00,waltalgg,watdafak77,1920,1935,0-1
Rated Blitz game,https://lichess.org/Giy5Embj,2024.02.18,22:52:30,SVZPlayer,waltalgg,1896,1914,0-1
Hourly HyperBullet Arena,https://lichess.org/dpA1ZTqS,2024.02.18,17:25:01,waltalgg,decidement,2140,2277,0-1
Hourly HyperBullet Arena,https://lichess.org/7kcVmUul,2024.02.18,17:23:33,evripides33,waltalgg,2061,2136,0-1
Hourly HyperBullet Arena,https://lichess.org/QSE6nRwm,2024.02.18,17:22:02,waltalgg,jishnudevan,2141,2148,0-1
Hourly HyperBullet Arena,https://lichess.org/UKmYtBtV,2024.02.18,17:20:35,tudor74,waltalgg,2099,2142,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/skutA2vS,2024.02.18,17:19:15,waltalgg,manvik12,2140,1819,1-0
Hourly HyperBullet Arena,https://lichess.org/80RjVdfc,2024.02.18,17:18:03,Masikskai,waltalgg,2225,2133,0-1
Hourly HyperBullet Arena,https://lichess.org/YfZkZdjw,2024.02.18,17:16:45,gafferz,waltalgg,1909,2142,1-0
Hourly HyperBullet Arena,https://lichess.org/DIFUe3DI,2024.02.18,17:15:21,waltalgg,aarya_nath,2137,2087,1-0
Hourly HyperBullet Arena,https://lichess.org/w62nuTmW,2024.02.18,17:13:53,AlexNemtsov,waltalgg,2297,2129,0-1
Hourly HyperBullet Arena,https://lichess.org/cO4XdWQn,2024.02.18,17:12:29,waltalgg,inar921,2127,1853,1-0
Hourly HyperBullet Arena,https://lichess.org/ckbDBVjl,2024.02.18,17:11:01,jvcb,waltalgg,2175,2132,1-0
Hourly HyperBullet Arena,https://lichess.org/boRI79zf,2024.02.18,17:09:44,waltalgg,decidement,2124,2295,1-0
Hourly HyperBullet Arena,https://lichess.org/ycw1TK87,2024.02.18,17:08:21,Rwomain239,waltalgg,2113,2129,1-0
Hourly HyperBullet Arena,https://lichess.org/NpQsmhi0,2024.02.18,17:06:53,waltalgg,EvilGenius_09,2121,2311,1-0
Hourly HyperBullet Arena,https://lichess.org/Emr0dXwi,2024.02.18,17:06:11,waltalgg,Lelya2000,2118,1931,1-0
Hourly HyperBullet Arena,https://lichess.org/nFESUCFh,2024.02.18,17:04:41,kainatmasterr,waltalgg,1985,2114,0-1
Rated Bullet game,https://lichess.org/OI1jtYUT,2024.02.18,17:03:24,sargan,waltalgg,2071,2121,1-0
Rated Blitz game,https://lichess.org/Wsrpe45h,2024.02.18,15:00:51,waltalgg,Martin33klingac,1920,1928,0-1
Blitz,https://lichess.org/2WOaAShh,2024.02.18,10:21:12,berniegsh,waltalgg,2017,1924,1-0
Blitz,https://lichess.org/1Lmj6DRx,2024.02.18,10:10:52,waltalgg,smittal08,1923,1453,1-0
Blitz,https://lichess.org/jnEMYBQe,2024.02.18,10:00:00,K_Vinayak3007,waltalgg,1587,1922,0-1
Hourly Bullet Arena,https://lichess.org/XxxCwtJr,2024.02.18,09:57:55,BlitzundDonnerNacht,waltalgg,1915,2118,0-1
Hourly Bullet Arena,https://lichess.org/cFIb9gCF,2024.02.18,09:55:43,waltalgg,ubriquerevolucion,2128,1773,0-1
Hourly Bullet Arena,https://lichess.org/YOA49RCu,2024.02.18,09:53:02,waltalgg,gardemad,2124,2033,1-0
Hourly Bullet Arena,https://lichess.org/UNLa2ybG,2024.02.18,09:50:34,zhorni_11,waltalgg,2154,2123,1/2-1/2
Hourly Bullet Arena,https://lichess.org/XpgtZMvh,2024.02.18,09:48:09,waltalgg,petros-ian,2119,2025,1-0
Hourly Bullet Arena,https://lichess.org/tAuYQa4c,2024.02.18,09:45:58,ChessyNorman,waltalgg,1966,2115,0-1
Hourly Bullet Arena,https://lichess.org/KBeP3cpc,2024.02.18,09:43:46,Taegambit,waltalgg,1603,2115,0-1
Hourly Bullet Arena,https://lichess.org/8mMb2oWT,2024.02.18,09:41:33,waltalgg,adanali_memati_bas,2120,1662,1/2-1/2
Hourly Bullet Arena,https://lichess.org/BrXUfQCt,2024.02.18,09:39:04,Iancuan,waltalgg,1926,2117,0-1
Rated Bullet game,https://lichess.org/IdSVkrqX,2024.02.18,09:36:54,DrSonntag,waltalgg,2067,2123,1-0
SuperBlitz Increment,https://lichess.org/0lWqPP23,2024.02.17,20:18:07,waltalgg,petkovich,1927,1932,0-1
SuperBlitz Increment,https://lichess.org/XD53wbQX,2024.02.17,20:07:45,Elleina,waltalgg,1872,1922,0-1
SuperBlitz Increment,https://lichess.org/hsLUdFse,2024.02.17,19:58:08,waltalgg,Anfauglir,1920,1709,1-0
SuperBlitz Increment,https://lichess.org/vfNEyR6w,2024.02.17,19:48:57,AmPer44,waltalgg,1893,1920,1/2-1/2
SuperBlitz Increment,https://lichess.org/S9pq1u63,2024.02.17,19:39:48,waltalgg,Submarine11,1921,2440,0-1
SuperBlitz Increment,https://lichess.org/fkIxgU6m,2024.02.17,19:30:00,uemersonasc1,waltalgg,997,1921,0-1
Rated Bullet game,https://lichess.org/TiKZ95GO,2024.02.17,19:26:06,waltalgg,fularikul,2129,2107,0-1
Rated Bullet game,https://lichess.org/6oREKxUG,2024.02.17,19:18:35,Garolt,waltalgg,2152,2135,1-0
Rated Bullet game,https://lichess.org/TkFxxjRu,2024.02.17,19:17:26,waltalgg,illuminati7,2130,2079,1-0
Rated Bullet game,https://lichess.org/nTXwC9BX,2024.02.17,19:15:12,waltalgg,whazel,2135,2136,0-1
Rated Bullet game,https://lichess.org/waPAC0Hw,2024.02.17,19:10:35,PlutoDoc,waltalgg,2193,2140,1-0
Rated Bullet game,https://lichess.org/YZ0nd1Ey,2024.02.17,19:08:56,waltalgg,ozguroktay,2147,2101,0-1
Rated Bullet game,https://lichess.org/QNbAtcNP,2024.02.17,19:07:05,loser27,waltalgg,2138,2141,0-1
Rated Blitz game,https://lichess.org/QMF9O28W,2024.02.17,07:58:34,waltalgg,OmerArda1234,1927,1857,0-1
Rated Blitz game,https://lichess.org/p8slyDhS,2024.02.16,22:06:39,durkurigalzu,waltalgg,1967,1933,1-0
Rated Blitz game,https://lichess.org/u2DmFp6G,2024.02.16,21:58:05,waltalgg,aminkamjo,1927,1919,1-0
Rated Blitz game,https://lichess.org/Fd4dxXNU,2024.02.16,21:55:30,waltalgg,dlindenb,1932,1995,0-1
Rated Blitz game,https://lichess.org/P853E1gc,2024.02.16,21:45:48,f0rsenFeelsWeirdMan,waltalgg,1876,1933,1/2-1/2
Bullet,https://lichess.org/FSWRmnzy,2024.02.16,19:10:25,ShternDanill2100,waltalgg,2111,2147,1-0
Bullet,https://lichess.org/ih4HlNPM,2024.02.16,19:07:52,waltalgg,GovindamAdiPurusam,2144,1940,1-0
Bullet,https://lichess.org/JawpkxWu,2024.02.16,19:05:15,extra_jaguar,waltalgg,2383,2147,1-0
Bullet,https://lichess.org/kRu4or3c,2024.02.16,19:02:47,waltalgg,AR_10,2153,1877,1-0
Bullet,https://lichess.org/LzSf82Cq,2024.02.16,19:00:01,RamiAlka31,waltalgg,1607,2153,0-1
Rated Bullet game,https://lichess.org/IaAqotdd,2024.02.16,18:58:50,waltalgg,Ilia_sart,2138,2129,1-0
Rated Bullet game,https://lichess.org/gr3FTBCP,2024.02.16,18:56:29,tharwatDXB,waltalgg,2161,2144,1-0
Rated Bullet game,https://lichess.org/ciDgE7I2,2024.02.16,18:54:18,saltik,waltalgg,2294,2147,1-0
Rated Bullet game,https://lichess.org/D366iyBI,2024.02.16,18:53:48,waltalgg,pitohui,2153,2127,0-1
Rated Bullet game,https://lichess.org/o2pwwQ1H,2024.02.16,18:51:59,coratos,waltalgg,2069,2161,1-0
Rated Bullet game,https://lichess.org/YDfs1N0X,2024.02.16,18:49:49,waltalgg,squibs160,2166,2210,0-1
Rated Bullet game,https://lichess.org/qjZG2hkU,2024.02.16,18:45:13,waltalgg,oneal_44,2165,2192,1/2-1/2
Rated Bullet game,https://lichess.org/UbZ2Hp5V,2024.02.16,18:42:57,VysakhBhas,waltalgg,2181,2171,1-0
Rated Bullet game,https://lichess.org/jqPhB2NB,2024.02.16,12:12:13,Pahagad_tihiktihik,waltalgg,2229,2175,1-0
Rated Bullet game,https://lichess.org/xnR2pPsY,2024.02.16,12:10:25,waltalgg,esolaimane,2177,2075,1/2-1/2
Rated Bullet game,https://lichess.org/FyBdtUdV,2024.02.16,12:08:16,leiso,waltalgg,2107,2172,0-1
Rated Bullet game,https://lichess.org/9qR1XtfC,2024.02.16,12:06:12,EmrushAsllani,waltalgg,2170,2167,0-1
Rated Bullet game,https://lichess.org/MrIEtbiT,2024.02.16,12:03:59,waltalgg,Dont_trust_anyone,2166,2173,1/2-1/2
Rated Bullet game,https://lichess.org/sDdewGK8,2024.02.16,12:03:19,waltalgg,esolaimane,2162,2067,1-0
Rated Bullet game,https://lichess.org/ZUo81XeQ,2024.02.16,12:01:23,waltalgg,copa2023,2157,2093,1-0
Rated Bullet game,https://lichess.org/e44dS9Tt,2024.02.16,11:59:06,NextKinghunt,waltalgg,2097,2153,0-1
Rated Bullet game,https://lichess.org/u4GeCll4,2024.02.16,11:56:54,newtrill,waltalgg,2068,2148,0-1
Rated Bullet game,https://lichess.org/i9atabRQ,2024.02.16,11:54:43,waltalgg,JKnight0,2154,2150,0-1
Rated Bullet game,https://lichess.org/AUd9ZtF7,2024.02.16,11:52:28,Legyshka,waltalgg,2102,2149,0-1
Rated Bullet game,https://lichess.org/L9A05tjx,2024.02.16,11:50:24,waltalgg,anujaaa,2143,2144,1-0
Rated Bullet game,https://lichess.org/L4TG0oUU,2024.02.16,11:48:05,QueDog02,waltalgg,2126,2138,0-1
Rated Bullet game,https://lichess.org/AHtRshCg,2024.02.16,11:47:21,waltalgg,TENI93,2133,2059,1-0
Rated Blitz game,https://lichess.org/WDXfZiJc,2024.02.16,08:23:14,manas5646,waltalgg,1822,1940,1-0
Rated Blitz game,https://lichess.org/2OqVz20y,2024.02.16,08:15:17,waltalgg,abishah,1945,1968,0-1
Rated Blitz game,https://lichess.org/vPs7gZsI,2024.02.16,08:05:51,re_vetas801,waltalgg,2040,1944,1/2-1/2
Rated Blitz game,https://lichess.org/0QEBS06u,2024.02.15,21:37:33,waltalgg,Abderrahmane2012,1949,1943,0-1
Rated Blitz game,https://lichess.org/GRuSbZUz,2024.02.15,21:30:32,waltalgg,Amykos0,1944,1926,1-0
Rated Blitz game,https://lichess.org/5aMg2HFi,2024.02.15,21:21:04,santiagoalmira,waltalgg,1974,1938,0-1
Rated Blitz game,https://lichess.org/o6YCJlss,2024.02.15,16:27:10,Zoak,waltalgg,1932,1944,1-0
Rated Bullet game,https://lichess.org/mWXMHrGs,2024.02.15,08:24:01,waltalgg,Joseico2018,2139,2087,0-1
Rated Bullet game,https://lichess.org/MI4N4hPu,2024.02.15,08:22:05,waltalgg,Animal10,2135,2049,1-0
Rated Bullet game,https://lichess.org/1HQ8Pgue,2024.02.15,08:20:09,alanfco,waltalgg,2037,2131,0-1
Rated Bullet game,https://lichess.org/ixIc3cwI,2024.02.15,08:17:53,waltalgg,lesbeefunkee,2126,2050,1-0
Rated Bullet game,https://lichess.org/Vcrdhu8g,2024.02.15,08:16:00,Animal10,waltalgg,2054,2122,0-1
Rated Bullet game,https://lichess.org/gxCKKcmp,2024.02.15,08:14:12,MrChasetshapopo22,waltalgg,2056,2117,0-1
Hourly Antichess Arena,https://lichess.org/2zdSn3Rs,2024.02.14,19:56:44,waltalgg,Fufdarr,1572,1886,0-1
Hourly Antichess Arena,https://lichess.org/3cz7CdQA,2024.02.14,19:54:05,waltalgg,SHA_KING,1578,1492,1/2-1/2
Hourly Antichess Arena,https://lichess.org/PHyO5Hs8,2024.02.14,19:52:31,S_o_Alerik,waltalgg,1651,1539,0-1
Hourly Antichess Arena,https://lichess.org/2yTTDriH,2024.02.14,19:50:11,waltalgg,lengua,1576,1517,0-1
Hourly Antichess Arena,https://lichess.org/5gBiZ2LQ,2024.02.14,19:49:02,waltalgg,RodriFK,1615,1576,0-1
Hourly Antichess Arena,https://lichess.org/WSH8Y2ro,2024.02.14,19:48:41,juscat,waltalgg,1230,1606,0-1
Hourly Antichess Arena,https://lichess.org/kLK9h6r2,2024.02.14,19:47:29,n2nano,waltalgg,2011,1614,1-0
Hourly Antichess Arena,https://lichess.org/DRPRBL8B,2024.02.14,19:45:38,AmoreAmore19,waltalgg,1423,1590,0-1
Hourly Antichess Arena,https://lichess.org/dycSnEOz,2024.02.14,19:43:46,waltalgg,Krol_Julian,1606,1884,0-1
Hourly Antichess Arena,https://lichess.org/JwqeOS9f,2024.02.14,19:42:18,waltalgg,GlorbgarTheDestroyer,1521,1789,1-0
Hourly Antichess Arena,https://lichess.org/eF5UjpXh,2024.02.14,19:39:52,Aniketkumarroy1,waltalgg,1541,1454,0-1
HyperBullet,https://lichess.org/hGcY4NUq,2024.02.14,15:09:44,waltalgg,sskunaal10,2120,2118,0-1
HyperBullet,https://lichess.org/1joxqpQR,2024.02.14,15:08:04,artx52135,waltalgg,2278,2120,1-0
HyperBullet,https://lichess.org/WdznSWrq,2024.02.14,15:06:26,robertsamvelyan,waltalgg,2169,2125,1-0
HyperBullet,https://lichess.org/YfMzfrss,2024.02.14,15:04:54,waltalgg,Harshad05,2122,1978,1-0
HyperBullet,https://lichess.org/UALFLeGL,2024.02.14,15:03:19,poornacoc123,waltalgg,1791,2120,0-1
HyperBullet,https://lichess.org/Eo42Lx6Z,2024.02.14,15:01:31,waltalgg,ScutleButt,2123,2275,0-1
HyperBullet,https://lichess.org/GQ677R8s,2024.02.14,15:00:00,bozhya_korovka1,waltalgg,1445,2123,0-1
Rated Bullet game,https://lichess.org/vuCO5Eg5,2024.02.14,14:58:38,waltalgg,Arunodhay0000,2130,2102,0-1
Rated Bullet game,https://lichess.org/XwlKTEN1,2024.02.14,14:45:35,SonyaSSS,waltalgg,2130,2135,1-0
Rated Bullet game,https://lichess.org/pGMSsWzH,2024.02.14,14:43:45,waltalgg,kbs2745,2141,2122,0-1
Rated Bullet game,https://lichess.org/gxXfo5vr,2024.02.14,14:41:40,waltalgg,Huskisson906,2137,2056,1-0
Rated Bullet game,https://lichess.org/0c96NlST,2024.02.14,14:39:25,caio64,waltalgg,2088,2132,0-1
Rated Bullet game,https://lichess.org/VXbG5Sl6,2024.02.14,14:32:42,Butterkeeeks,waltalgg,2103,2138,1-0
Rated Bullet game,https://lichess.org/GhqSkaKS,2024.02.14,14:30:32,waltalgg,A-files,2131,2223,1-0
