Event,Site,Date,Round,White,Black,Result
Daily HyperBullet Arena,https://lichess.org/KkwQSRNb,2024.02.20,?,waltalgg,edward121995,1-0
Daily Bullet Arena,https://lichess.org/67MJ9Vj7,2024.02.20,?,Mario_Mario,waltalgg,1-0
Daily Bullet Arena,https://lichess.org/nN3oJFjq,2024.02.20,?,waltalgg,cray_3000,0-1
Daily Bullet Arena,https://lichess.org/hiMBs8fK,2024.02.20,?,gwatszC,waltalgg,0-1
Daily Bullet Arena,https://lichess.org/ufYu021X,2024.02.20,?,maylsonkelvy,waltalgg,0-1
Daily Bullet Arena,https://lichess.org/iQQLyaxp,2024.02.20,?,lilepyt,waltalgg,1/2-1/2
Daily Bullet Arena,https://lichess.org/Pk2nYDzk,2024.02.20,?,waltalgg,Kuzhanov-Timur,0-1
Daily Bullet Arena,https://lichess.org/edsV8dCm,2024.02.20,?,waltalgg,amarine,1-0
Hourly Bullet Arena,https://lichess.org/6Vj5d5MP,2024.02.20,?,vary_567,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/yTveI5go,2024.02.20,?,waltalgg,servetaydemir,0-1
Hourly Bullet Arena,https://lichess.org/hZuKjJ0g,2024.02.20,?,aspirator,waltalgg,1-0
Hourly Bullet Arena,https://lichess.org/JyewTkPa,2024.02.20,?,waltalgg,kon_stan,0-1
Rated Bullet game,https://lichess.org/sMkpjlJb,2024.02.20,?,Krondorfer,waltalgg,1-0
Rated Bullet game,https://lichess.org/k5Km7UIz,2024.02.20,?,Mathivanan1,waltalgg,0-1
Rated Bullet game,https://lichess.org/8wD1otZV,2024.02.20,?,waltalgg,teampunisherr,1-0
Rated Bullet game,https://lichess.org/QzMKm1hi,2024.02.20,?,enujcra,waltalgg,0-1
Rated Bullet game,https://lichess.org/fYG9X2tC,2024.02.20,?,saman93armand,waltalgg,1-0
Rated Bullet game,https://lichess.org/gF60nulk,2024.02.20,?,waltalgg,Gtrigueros_49,0-1
Rated Bullet game,https://lichess.org/2mYFae0l,2024.02.20,?,waltalgg,Ructive,1-0
Rated Bullet game,https://lichess.org/vuDhbzaL,2024.02.20,?,waltalgg,ADKPeter,1-0
Rated Bullet game,https://lichess.org/BUvaIBaH,2024.02.20,?,Emilien666,waltalgg,0-1
Rated Bullet game,https://lichess.org/283GILdg,2024.02.20,?,UnstoppableForce777,waltalgg,1-0
Rated Bullet game,https://lichess.org/KcuKMS1G,2024.02.20,?,YourChess,waltalgg,1-0
Rated Bullet game,https://lichess.org/L4ZLPj6l,2024.02.20,?,waltalgg,hamadannn,0-1
Rated Bullet game,https://lichess.org/SdjtJ4G6,2024.02.20,?,olanga,waltalgg,0-1
Rated Bullet game,https://lichess.org/VOgBYhDv,2024.02.20,?,waltalgg,isuckatchessforreals,0-1
Rated Bullet game,https://lichess.org/0QaA3LYv,2024.02.20,?,waltalgg,EasyPoints4U,1-0
Rated Bullet game,https://lichess.org/Eeq6ehzN,2024.02.20,?,borongotoy,waltalgg,0-1
Rated Bullet game,https://lichess.org/T3E1EyZ5,2024.02.20,?,waltalgg,HABACAPA,1-0
Rated Bullet game,https://lichess.org/qj1FMnJF,2024.02.20,?,feed_to_win,waltalgg,0-1
Rated Bullet game,https://lichess.org/3mz7VabQ,2024.02.20,?,waltalgg,Lsr3,1-0
Rated Bullet game,https://lichess.org/9VJ4BJCs,2024.02.20,?,Dundulic,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/uAIcWyvk,2024.02.20,?,waltalgg,CheckM84u,1-0
Rated Bullet game,https://lichess.org/u98ZLYQW,2024.02.20,?,waltalgg,belim169,1-0
Rated Bullet game,https://lichess.org/cnNYDtgF,2024.02.20,?,BillyBouwmans,waltalgg,1-0
Rated Blitz game,https://lichess.org/WG6MZotz,2024.02.19,?,MarijanMia,waltalgg,0-1
Rated Blitz game,https://lichess.org/p69misdc,2024.02.19,?,waltalgg,igorbf,1-0
Rated Blitz game,https://lichess.org/Kkn9uj8I,2024.02.19,?,pooryan54,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/vKPqDjuP,2024.02.19,?,Pescerosso01,waltalgg,1-0
Rated Blitz game,https://lichess.org/98Y9VsYf,2024.02.19,?,waltalgg,KraljDzungle,0-1
Hourly King of the Hill Arena,https://lichess.org/JlNzM7mu,2024.02.19,?,Polymer13,waltalgg,1-0
Hourly King of the Hill Arena,https://lichess.org/Zl9eGqo8,2024.02.19,?,waltalgg,pimiwe7971,0-1
Hourly King of the Hill Arena,https://lichess.org/IJwFnSzB,2024.02.19,?,meComieronElCaballo,waltalgg,0-1
Hourly King of the Hill Arena,https://lichess.org/uwwOyCxN,2024.02.19,?,waltalgg,Dhairya082011,1-0
Hourly King of the Hill Arena,https://lichess.org/YgySCcW3,2024.02.19,?,meComieronElCaballo,waltalgg,0-1
Hourly King of the Hill Arena,https://lichess.org/sOeLLURQ,2024.02.19,?,Soltanidoost,waltalgg,0-1
Hourly King of the Hill Arena,https://lichess.org/GtZ43avW,2024.02.19,?,waltalgg,KeithCar,1-0
Hourly King of the Hill Arena,https://lichess.org/hJVQAOU4,2024.02.19,?,boy_2012,waltalgg,0-1
Hourly King of the Hill Arena,https://lichess.org/KLkeqWZA,2024.02.19,?,Soltanidoost,waltalgg,1-0
Bullet,https://lichess.org/bFPnwaPj,2024.02.19,?,SuperMario1905,waltalgg,0-1
Bullet,https://lichess.org/xnlwsgKu,2024.02.19,?,waltalgg,furcat,1/2-1/2
Bullet,https://lichess.org/EbIdWsE0,2024.02.19,?,burns88,waltalgg,0-1
Bullet,https://lichess.org/kE7jX3AP,2024.02.19,?,waltalgg,Flowol1210,0-1
Bullet,https://lichess.org/N6TpeBcu,2024.02.19,?,PopovKostya,waltalgg,1-0
Bullet,https://lichess.org/AhDgP5Gl,2024.02.19,?,waltalgg,Persida,1/2-1/2
Bullet,https://lichess.org/lebU3AMQ,2024.02.19,?,fullbox200,waltalgg,1-0
Bullet,https://lichess.org/ANOboVzs,2024.02.19,?,waltalgg,Ryslan7,1-0
Bullet,https://lichess.org/B5epiow6,2024.02.19,?,waltalgg,RyanS_11E_Nep_U17,1-0
Bullet,https://lichess.org/Es00Dcls,2024.02.19,?,Badrinath1812,waltalgg,1-0
Rated Blitz game,https://lichess.org/wlLlQlOg,2024.02.18,?,waltalgg,watdafak77,0-1
Rated Blitz game,https://lichess.org/Giy5Embj,2024.02.18,?,SVZPlayer,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/dpA1ZTqS,2024.02.18,?,waltalgg,decidement,0-1
Hourly HyperBullet Arena,https://lichess.org/7kcVmUul,2024.02.18,?,evripides33,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/QSE6nRwm,2024.02.18,?,waltalgg,jishnudevan,0-1
Hourly HyperBullet Arena,https://lichess.org/UKmYtBtV,2024.02.18,?,tudor74,waltalgg,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/skutA2vS,2024.02.18,?,waltalgg,manvik12,1-0
Hourly HyperBullet Arena,https://lichess.org/80RjVdfc,2024.02.18,?,Masikskai,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/YfZkZdjw,2024.02.18,?,gafferz,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/DIFUe3DI,2024.02.18,?,waltalgg,aarya_nath,1-0
Hourly HyperBullet Arena,https://lichess.org/w62nuTmW,2024.02.18,?,AlexNemtsov,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/cO4XdWQn,2024.02.18,?,waltalgg,inar921,1-0
Hourly HyperBullet Arena,https://lichess.org/ckbDBVjl,2024.02.18,?,jvcb,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/boRI79zf,2024.02.18,?,waltalgg,decidement,1-0
Hourly HyperBullet Arena,https://lichess.org/ycw1TK87,2024.02.18,?,Rwomain239,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/NpQsmhi0,2024.02.18,?,waltalgg,EvilGenius_09,1-0
Hourly HyperBullet Arena,https://lichess.org/Emr0dXwi,2024.02.18,?,waltalgg,Lelya2000,1-0
Hourly HyperBullet Arena,https://lichess.org/nFESUCFh,2024.02.18,?,kainatmasterr,waltalgg,0-1
Rated Bullet game,https://lichess.org/OI1jtYUT,2024.02.18,?,sargan,waltalgg,1-0
Rated Blitz game,https://lichess.org/Wsrpe45h,2024.02.18,?,waltalgg,Martin33klingac,0-1
Blitz,https://lichess.org/2WOaAShh,2024.02.18,?,berniegsh,waltalgg,1-0
Blitz,https://lichess.org/1Lmj6DRx,2024.02.18,?,waltalgg,smittal08,1-0
Blitz,https://lichess.org/jnEMYBQe,2024.02.18,?,K_Vinayak3007,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/XxxCwtJr,2024.02.18,?,BlitzundDonnerNacht,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/cFIb9gCF,2024.02.18,?,waltalgg,ubriquerevolucion,0-1
Hourly Bullet Arena,https://lichess.org/YOA49RCu,2024.02.18,?,waltalgg,gardemad,1-0
Hourly Bullet Arena,https://lichess.org/UNLa2ybG,2024.02.18,?,zhorni_11,waltalgg,1/2-1/2
Hourly Bullet Arena,https://lichess.org/XpgtZMvh,2024.02.18,?,waltalgg,petros-ian,1-0
Hourly Bullet Arena,https://lichess.org/tAuYQa4c,2024.02.18,?,ChessyNorman,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/KBeP3cpc,2024.02.18,?,Taegambit,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/8mMb2oWT,2024.02.18,?,waltalgg,adanali_memati_bas,1/2-1/2
Hourly Bullet Arena,https://lichess.org/BrXUfQCt,2024.02.18,?,Iancuan,waltalgg,0-1
Rated Bullet game,https://lichess.org/IdSVkrqX,2024.02.18,?,DrSonntag,waltalgg,1-0
SuperBlitz Increment,https://lichess.org/0lWqPP23,2024.02.17,?,waltalgg,petkovich,0-1
SuperBlitz Increment,https://lichess.org/XD53wbQX,2024.02.17,?,Elleina,waltalgg,0-1
SuperBlitz Increment,https://lichess.org/hsLUdFse,2024.02.17,?,waltalgg,Anfauglir,1-0
SuperBlitz Increment,https://lichess.org/vfNEyR6w,2024.02.17,?,AmPer44,waltalgg,1/2-1/2
SuperBlitz Increment,https://lichess.org/S9pq1u63,2024.02.17,?,waltalgg,Submarine11,0-1
SuperBlitz Increment,https://lichess.org/fkIxgU6m,2024.02.17,?,uemersonasc1,waltalgg,0-1
Rated Bullet game,https://lichess.org/TiKZ95GO,2024.02.17,?,waltalgg,fularikul,0-1
Rated Bullet game,https://lichess.org/6oREKxUG,2024.02.17,?,Garolt,waltalgg,1-0
Rated Bullet game,https://lichess.org/TkFxxjRu,2024.02.17,?,waltalgg,illuminati7,1-0
Rated Bullet game,https://lichess.org/nTXwC9BX,2024.02.17,?,waltalgg,whazel,0-1
Rated Bullet game,https://lichess.org/waPAC0Hw,2024.02.17,?,PlutoDoc,waltalgg,1-0
Rated Bullet game,https://lichess.org/YZ0nd1Ey,2024.02.17,?,waltalgg,ozguroktay,0-1
Rated Bullet game,https://lichess.org/QNbAtcNP,2024.02.17,?,loser27,waltalgg,0-1
Rated Blitz game,https://lichess.org/QMF9O28W,2024.02.17,?,waltalgg,OmerArda1234,0-1
Rated Blitz game,https://lichess.org/p8slyDhS,2024.02.16,?,durkurigalzu,waltalgg,1-0
Rated Blitz game,https://lichess.org/u2DmFp6G,2024.02.16,?,waltalgg,aminkamjo,1-0
Rated Blitz game,https://lichess.org/Fd4dxXNU,2024.02.16,?,waltalgg,dlindenb,0-1
Rated Blitz game,https://lichess.org/P853E1gc,2024.02.16,?,f0rsenFeelsWeirdMan,waltalgg,1/2-1/2
Bullet,https://lichess.org/FSWRmnzy,2024.02.16,?,ShternDanill2100,waltalgg,1-0
Bullet,https://lichess.org/ih4HlNPM,2024.02.16,?,waltalgg,GovindamAdiPurusam,1-0
Bullet,https://lichess.org/JawpkxWu,2024.02.16,?,extra_jaguar,waltalgg,1-0
Bullet,https://lichess.org/kRu4or3c,2024.02.16,?,waltalgg,AR_10,1-0
Bullet,https://lichess.org/LzSf82Cq,2024.02.16,?,RamiAlka31,waltalgg,0-1
Rated Bullet game,https://lichess.org/IaAqotdd,2024.02.16,?,waltalgg,Ilia_sart,1-0
Rated Bullet game,https://lichess.org/gr3FTBCP,2024.02.16,?,tharwatDXB,waltalgg,1-0
Rated Bullet game,https://lichess.org/ciDgE7I2,2024.02.16,?,saltik,waltalgg,1-0
Rated Bullet game,https://lichess.org/D366iyBI,2024.02.16,?,waltalgg,pitohui,0-1
Rated Bullet game,https://lichess.org/o2pwwQ1H,2024.02.16,?,coratos,waltalgg,1-0
Rated Bullet game,https://lichess.org/YDfs1N0X,2024.02.16,?,waltalgg,squibs160,0-1
Rated Bullet game,https://lichess.org/qjZG2hkU,2024.02.16,?,waltalgg,oneal_44,1/2-1/2
Rated Bullet game,https://lichess.org/UbZ2Hp5V,2024.02.16,?,VysakhBhas,waltalgg,1-0
Rated Bullet game,https://lichess.org/jqPhB2NB,2024.02.16,?,Pahagad_tihiktihik,waltalgg,1-0
Rated Bullet game,https://lichess.org/xnR2pPsY,2024.02.16,?,waltalgg,esolaimane,1/2-1/2
Rated Bullet game,https://lichess.org/FyBdtUdV,2024.02.16,?,leiso,waltalgg,0-1
Rated Bullet game,https://lichess.org/9qR1XtfC,2024.02.16,?,EmrushAsllani,waltalgg,0-1
Rated Bullet game,https://lichess.org/MrIEtbiT,2024.02.16,?,waltalgg,Dont_trust_anyone,1/2-1/2
Rated Bullet game,https://lichess.org/sDdewGK8,2024.02.16,?,waltalgg,esolaimane,1-0
Rated Bullet game,https://lichess.org/ZUo81XeQ,2024.02.16,?,waltalgg,copa2023,1-0
Rated Bullet game,https://lichess.org/e44dS9Tt,2024.02.16,?,NextKinghunt,waltalgg,0-1
Rated Bullet game,https://lichess.org/u4GeCll4,2024.02.16,?,newtrill,waltalgg,0-1
Rated Bullet game,https://lichess.org/i9atabRQ,2024.02.16,?,waltalgg,JKnight0,0-1
Rated Bullet game,https://lichess.org/AUd9ZtF7,2024.02.16,?,Legyshka,waltalgg,0-1
Rated Bullet game,https://lichess.org/L9A05tjx,2024.02.16,?,waltalgg,anujaaa,1-0
Rated Bullet game,https://lichess.org/L4TG0oUU,2024.02.16,?,QueDog02,waltalgg,0-1
Rated Bullet game,https://lichess.org/AHtRshCg,2024.02.16,?,waltalgg,TENI93,1-0
Rated Blitz game,https://lichess.org/WDXfZiJc,2024.02.16,?,manas5646,waltalgg,1-0
Rated Blitz game,https://lichess.org/2OqVz20y,2024.02.16,?,waltalgg,abishah,0-1
Rated Blitz game,https://lichess.org/vPs7gZsI,2024.02.16,?,re_vetas801,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/0QEBS06u,2024.02.15,?,waltalgg,Abderrahmane2012,0-1
Rated Blitz game,https://lichess.org/GRuSbZUz,2024.02.15,?,waltalgg,Amykos0,1-0
Rated Blitz game,https://lichess.org/5aMg2HFi,2024.02.15,?,santiagoalmira,waltalgg,0-1
Rated Blitz game,https://lichess.org/o6YCJlss,2024.02.15,?,Zoak,waltalgg,1-0
Rated Bullet game,https://lichess.org/mWXMHrGs,2024.02.15,?,waltalgg,Joseico2018,0-1
Rated Bullet game,https://lichess.org/MI4N4hPu,2024.02.15,?,waltalgg,Animal10,1-0
Rated Bullet game,https://lichess.org/1HQ8Pgue,2024.02.15,?,alanfco,waltalgg,0-1
Rated Bullet game,https://lichess.org/ixIc3cwI,2024.02.15,?,waltalgg,lesbeefunkee,1-0
Rated Bullet game,https://lichess.org/Vcrdhu8g,2024.02.15,?,Animal10,waltalgg,0-1
Rated Bullet game,https://lichess.org/gxCKKcmp,2024.02.15,?,MrChasetshapopo22,waltalgg,0-1
Hourly Antichess Arena,https://lichess.org/2zdSn3Rs,2024.02.14,?,waltalgg,Fufdarr,0-1
Hourly Antichess Arena,https://lichess.org/3cz7CdQA,2024.02.14,?,waltalgg,SHA_KING,1/2-1/2
Hourly Antichess Arena,https://lichess.org/PHyO5Hs8,2024.02.14,?,S_o_Alerik,waltalgg,0-1
Hourly Antichess Arena,https://lichess.org/2yTTDriH,2024.02.14,?,waltalgg,lengua,0-1
Hourly Antichess Arena,https://lichess.org/5gBiZ2LQ,2024.02.14,?,waltalgg,RodriFK,0-1
Hourly Antichess Arena,https://lichess.org/WSH8Y2ro,2024.02.14,?,juscat,waltalgg,0-1
Hourly Antichess Arena,https://lichess.org/kLK9h6r2,2024.02.14,?,n2nano,waltalgg,1-0
Hourly Antichess Arena,https://lichess.org/DRPRBL8B,2024.02.14,?,AmoreAmore19,waltalgg,0-1
Hourly Antichess Arena,https://lichess.org/dycSnEOz,2024.02.14,?,waltalgg,Krol_Julian,0-1
Hourly Antichess Arena,https://lichess.org/JwqeOS9f,2024.02.14,?,waltalgg,GlorbgarTheDestroyer,1-0
Hourly Antichess Arena,https://lichess.org/eF5UjpXh,2024.02.14,?,Aniketkumarroy1,waltalgg,0-1
HyperBullet,https://lichess.org/hGcY4NUq,2024.02.14,?,waltalgg,sskunaal10,0-1
HyperBullet,https://lichess.org/1joxqpQR,2024.02.14,?,artx52135,waltalgg,1-0
HyperBullet,https://lichess.org/WdznSWrq,2024.02.14,?,robertsamvelyan,waltalgg,1-0
HyperBullet,https://lichess.org/YfMzfrss,2024.02.14,?,waltalgg,Harshad05,1-0
HyperBullet,https://lichess.org/UALFLeGL,2024.02.14,?,poornacoc123,waltalgg,0-1
HyperBullet,https://lichess.org/Eo42Lx6Z,2024.02.14,?,waltalgg,ScutleButt,0-1
HyperBullet,https://lichess.org/GQ677R8s,2024.02.14,?,bozhya_korovka1,waltalgg,0-1
Rated Bullet game,https://lichess.org/vuCO5Eg5,2024.02.14,?,waltalgg,Arunodhay0000,0-1
Rated Bullet game,https://lichess.org/XwlKTEN1,2024.02.14,?,SonyaSSS,waltalgg,1-0
Rated Bullet game,https://lichess.org/pGMSsWzH,2024.02.14,?,waltalgg,kbs2745,0-1
Rated Bullet game,https://lichess.org/gxXfo5vr,2024.02.14,?,waltalgg,Huskisson906,1-0
Rated Bullet game,https://lichess.org/0c96NlST,2024.02.14,?,caio64,waltalgg,0-1
Rated Bullet game,https://lichess.org/VXbG5Sl6,2024.02.14,?,Butterkeeeks,waltalgg,1-0
Rated Bullet game,https://lichess.org/GhqSkaKS,2024.02.14,?,waltalgg,A-files,1-0
Rated Bullet game,https://lichess.org/zSRkUggY,2024.02.14,?,mattobato,waltalgg,1-0
Rated Bullet game,https://lichess.org/kO1NTyCj,2024.02.14,?,waltalgg,samerino92,1-0
Rated Bullet game,https://lichess.org/k96mRSpf,2024.02.14,?,nerocukku,waltalgg,1-0
Daily HyperBullet Arena,https://lichess.org/NDKKMxTC,2024.02.13,?,waltalgg,creeperisop,1-0
Daily HyperBullet Arena,https://lichess.org/k59PLZlc,2024.02.13,?,HarolDylp,waltalgg,0-1
Daily HyperBullet Arena,https://lichess.org/OXA6R5i2,2024.02.13,?,JSCoderChess,waltalgg,1-0
Daily HyperBullet Arena,https://lichess.org/6Eoe4f6l,2024.02.13,?,waltalgg,xXJoseProXx,1-0
Rated Bullet game,https://lichess.org/ZIsaubSk,2024.02.13,?,waltalgg,extremespaghett,0-1
Rated Bullet game,https://lichess.org/ULNxdeE8,2024.02.13,?,yn1364,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/LpJrgR1v,2024.02.13,?,waltalgg,abhiruch,1-0
Rated Bullet game,https://lichess.org/rMutJNwd,2024.02.13,?,waltalgg,jblum96,1-0
Rated Bullet game,https://lichess.org/vbJSPDQm,2024.02.13,?,Socandotudoatebolas,waltalgg,1-0
Rated Blitz game,https://lichess.org/w9Apvjxr,2024.02.13,?,GareecR,waltalgg,1-0
Rated Blitz game,https://lichess.org/vNWXSYaO,2024.02.13,?,waltalgg,vintovert1337,1-0
Rated Blitz game,https://lichess.org/YW0rcyaB,2024.02.13,?,nizzarkuttan,waltalgg,1-0
Rated Blitz game,https://lichess.org/jDekD45e,2024.02.13,?,waltalgg,Razannir,0-1
Rated Blitz game,https://lichess.org/y3w0A5qi,2024.02.13,?,waltalgg,z_Dan,1/2-1/2
Rated Blitz game,https://lichess.org/wVB7TPqG,2024.02.13,?,Aleks-55,waltalgg,0-1
Rated Bullet game,https://lichess.org/p8oe4jMB,2024.02.12,?,kacipo,waltalgg,1-0
Rated Bullet game,https://lichess.org/SizIh2Qa,2024.02.12,?,waltalgg,crossdrop,1-0
Rated Bullet game,https://lichess.org/oLcmr1bJ,2024.02.12,?,waltalgg,pukhavicc,0-1
Rated Bullet game,https://lichess.org/pZvsMEnC,2024.02.12,?,AjedrezSevillaHN,waltalgg,0-1
Rated Bullet game,https://lichess.org/AFC4UkBD,2024.02.12,?,waltalgg,Jordivaldo-Miguel17,1-0
Rated Bullet game,https://lichess.org/BUfGdU0M,2024.02.12,?,gapin,waltalgg,1-0
Rated Blitz game,https://lichess.org/3EEZqVv2,2024.02.12,?,Caro81,waltalgg,0-1
Rated Blitz game,https://lichess.org/NCouUU4G,2024.02.12,?,waltalgg,Gabbar1111,1-0
Rated Bullet game,https://lichess.org/kHNC5HpG,2024.02.12,?,waltalgg,warrior1313,0-1
Rated Bullet game,https://lichess.org/RGkclmMK,2024.02.12,?,waltalgg,Chessmasters9000,1-0
Rated Bullet game,https://lichess.org/sptipvIn,2024.02.12,?,crlsv,waltalgg,1-0
Rated Bullet game,https://lichess.org/8JGDoMaZ,2024.02.12,?,dev1301,waltalgg,1-0
Rated Bullet game,https://lichess.org/eqIVQ36r,2024.02.12,?,aviral14,waltalgg,0-1
Rated Bullet game,https://lichess.org/QQd0jrAu,2024.02.12,?,waltalgg,loveicecreamm,0-1
Rated Bullet game,https://lichess.org/Z9WY6l9b,2024.02.12,?,Starina79,waltalgg,0-1
Rated Bullet game,https://lichess.org/dIWmJBLm,2024.02.12,?,waltalgg,joyboy94,1-0
Rated Bullet game,https://lichess.org/8qVwszwT,2024.02.12,?,serol67,waltalgg,0-1
Rated Bullet game,https://lichess.org/M5hDaomM,2024.02.12,?,waltalgg,Yeknafar,1/2-1/2
Rated Bullet game,https://lichess.org/v9QLojkR,2024.02.12,?,waltalgg,Mr_Chicagoo,1-0
Rated Bullet game,https://lichess.org/mADjFeF7,2024.02.12,?,Vladimir_Phrolov,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/7Y3rCIvZ,2024.02.12,?,waltalgg,Handiya-john,1-0
Rated Bullet game,https://lichess.org/PYg0E1Hj,2024.02.12,?,Firefly_spz,waltalgg,0-1
Rated Blitz game,https://lichess.org/BNDlQpLE,2024.02.11,?,waltalgg,egvmes,0-1
Rated Blitz game,https://lichess.org/ESgYI4oy,2024.02.11,?,Hendriyono,waltalgg,0-1
Rated Blitz game,https://lichess.org/MfUdToAF,2024.02.11,?,waltalgg,VININETA,1/2-1/2
Rated Blitz game,https://lichess.org/N8yku0sV,2024.02.10,?,ProtonSophon,waltalgg,1-0
Rated Blitz game,https://lichess.org/cYSbGzcl,2024.02.10,?,slickmate,waltalgg,0-1
Rated Blitz game,https://lichess.org/TVW6JWHX,2024.02.10,?,AtajanProf,waltalgg,1-0
Rated Blitz game,https://lichess.org/GRa3JIfm,2024.02.10,?,waltalgg,alexvv24,1-0
Rated Blitz game,https://lichess.org/Kb780d9S,2024.02.10,?,waltalgg,Anatoly_Shalamov,1-0
Rated Blitz game,https://lichess.org/VvtF4TqB,2024.02.10,?,flyhigh1376,waltalgg,1-0
Rated Blitz game,https://lichess.org/DbXLqMhQ,2024.02.10,?,waltalgg,JustMateItInTime,1-0
Rated Blitz game,https://lichess.org/aV3OZCOR,2024.02.09,?,Alla_Survilo,waltalgg,1-0
Rated Blitz game,https://lichess.org/wCgcJDDS,2024.02.09,?,waltalgg,MostaphaHasan,1/2-1/2
Rated Bullet game,https://lichess.org/0q0Gpzow,2024.02.09,?,iam_idiot,waltalgg,1-0
Rated Bullet game,https://lichess.org/eAoJ5thf,2024.02.09,?,waltalgg,indorussianmaster,0-1
Rated Blitz game,https://lichess.org/eySWxn9b,2024.02.09,?,jfcl,waltalgg,1-0
Rated Blitz game,https://lichess.org/9nBizf8c,2024.02.09,?,Dediasgar,waltalgg,0-1
Rated Bullet game,https://lichess.org/pDFSluQ1,2024.02.09,?,waltalgg,CorticoSteroid,0-1
Rated Bullet game,https://lichess.org/l22sP2KQ,2024.02.09,?,waltalgg,Iago333,0-1
Rated Blitz game,https://lichess.org/0OxslE4o,2024.02.09,?,aanand16,waltalgg,0-1
Rated Blitz game,https://lichess.org/5cugpQHS,2024.02.09,?,waltalgg,tx-land,1-0
Rated Blitz game,https://lichess.org/YL6ZYBNp,2024.02.09,?,waltalgg,AB_LI_2509,1-0
Rated Blitz game,https://lichess.org/UkS0qUws,2024.02.09,?,Jayesh0708,waltalgg,1-0
Rated Blitz game,https://lichess.org/Mmb2gEz3,2024.02.09,?,Jindabyne-1_M,waltalgg,1-0
Rated Blitz game,https://lichess.org/zdeMiMSD,2024.02.09,?,solimani1399,waltalgg,0-1
Rated Bullet game,https://lichess.org/dg4y9er6,2024.02.08,?,waltalgg,roubaix2016,0-1
Rated Bullet game,https://lichess.org/5aFzbltX,2024.02.08,?,waltalgg,bayu0004,0-1
Rated Blitz game,https://lichess.org/Bok4cT5W,2024.02.08,?,waltalgg,napatnicky,0-1
Rated Blitz game,https://lichess.org/Wd7Cp1RL,2024.02.08,?,FalkZirnstein,waltalgg,0-1
Rated Blitz game,https://lichess.org/RwhOtyT9,2024.02.08,?,supergeeem,waltalgg,0-1
Rated Blitz game,https://lichess.org/kN6STwUi,2024.02.08,?,waltalgg,VaqifNaghiyev,1-0
Rated Blitz game,https://lichess.org/o9A9fFiS,2024.02.08,?,rain228chel,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/rb6HPAyl,2024.02.08,?,waltalgg,Maestro_Esmail,0-1
Rated Bullet game,https://lichess.org/olOjvQYN,2024.02.08,?,ybernice,waltalgg,1-0
Rated Bullet game,https://lichess.org/mDJyN0gZ,2024.02.08,?,waltalgg,Matin_22,1-0
Rated Bullet game,https://lichess.org/kx8KxGSy,2024.02.08,?,Raymaj50,waltalgg,0-1
Rated Bullet game,https://lichess.org/qoriWUnI,2024.02.08,?,scimitarra_it,waltalgg,0-1
Rated Bullet game,https://lichess.org/cqnZ5V3S,2024.02.07,?,waltalgg,Egy1111,0-1
Rated Bullet game,https://lichess.org/gweecxP2,2024.02.07,?,waltalgg,Carpablanca14,0-1
Rated Bullet game,https://lichess.org/Uxn57Sct,2024.02.07,?,Ppmate22,waltalgg,1-0
Rated Bullet game,https://lichess.org/uGVVUOty,2024.02.07,?,waltalgg,BDACHESS09,1-0
Rated Bullet game,https://lichess.org/YufVgm4Z,2024.02.07,?,HeinzKraft,waltalgg,0-1
Rated Bullet game,https://lichess.org/tjNnCpJ7,2024.02.07,?,Moskva2117,waltalgg,0-1
Rated Bullet game,https://lichess.org/g3vN9UNG,2024.02.07,?,waltalgg,cembaran35,1/2-1/2
Rated Bullet game,https://lichess.org/MGfUOe53,2024.02.07,?,waltalgg,CHoroniaka,1-0
Rated Bullet game,https://lichess.org/pgiSVY8K,2024.02.07,?,waltalgg,Tearz,1-0
Rated Bullet game,https://lichess.org/bFksk9oV,2024.02.07,?,CheZaHaxx,waltalgg,0-1
